[LOG] 659 records @25Hz  t_ms,alt,zt,vz,thr,tof,vbat,m1,m2,m3,m4,flags,ce,fx,fy
13320,7,-999,-6,30207,232,322,26062,27906,32802,34058,1,724,-24,-61
13360,8,-999,-5,30204,232,322,28045,27507,33785,31479,1,724,-24,-62
13380,7,-999,-5,30211,232,322,29502,28566,30134,32642,1,724,-24,-62
13420,7,-999,-5,30204,232,321,27872,26576,33748,32620,1,724,-24,-62
13460,7,-999,-5,30201,232,321,26904,31002,33788,29110,1,724,-24,-62
13500,7,-999,-4,30197,232,321,23945,17451,36245,43147,1,724,-24,-62
13540,7,-999,-4,30202,232,321,28536,28812,34478,28982,1,724,-24,-62
13580,6,-999,-4,30210,232,321,29120,28502,30874,32344,1,724,-24,-62
13620,6,-999,-4,30214,232,321,27178,24722,33594,35362,1,724,-24,-62
13660,5,-999,-4,30206,232,321,31939,30939,31395,26551,1,724,-24,-62
13700,5,-999,-4,30212,232,321,28238,32078,29120,31412,1,724,-24,-62
13740,4,-999,-5,30209,232,321,32901,26569,30571,30795,1,724,-24,-62
13780,3,-999,-5,30213,232,321,22581,26683,38189,33399,1,724,-24,-62
13820,3,-999,-6,30217,232,321,31006,25258,31642,32962,1,724,-24,-62
13860,2,-999,-6,30229,232,321,28849,34341,32287,25439,1,724,-24,-62
13900,1,-999,-6,30215,232,321,26234,22532,34622,37472,1,724,-24,-62
13940,0,-999,-7,30209,232,321,28384,28972,34200,29280,1,724,-24,-62
13980,0,-999,-7,30213,232,321,33236,31266,27834,28516,1,724,-24,-62
14020,-1,-999,-7,30214,232,321,22502,24628,37314,36412,1,724,-24,-62
14060,-1,-999,-8,30214,232,321,31863,28433,30193,30367,1,724,-24,-62
14100,-2,-999,-8,30214,232,321,22740,31254,36866,29996,1,724,-24,-62
14140,-3,-999,-9,30205,232,321,27845,21261,34563,37151,1,724,-24,-62
14180,-4,-999,-9,30211,232,321,32001,34345,29749,24749,1,724,-24,-62
14200,-5,-999,-9,30214,232,321,28779,33091,30741,28245,1,725,-24,-62
14240,-6,-999,-9,30211,232,321,26339,24051,36623,33831,1,727,-24,-62
14280,-7,-999,-10,30220,232,321,34672,33196,29332,23680,1,732,-24,-62
14320,-7,-999,-10,30218,232,321,25480,25746,32578,37068,1,746,-24,-62
14360,-8,-999,-10,30194,232,321,23980,24798,39150,32848,1,755,-24,-62
14400,-8,-999,-10,30138,232,321,30541,29867,31387,28757,1,762,-24,-62
14440,-9,-999,-10,30157,232,321,23074,18020,39048,40486,1,768,-24,-62
14480,-9,-999,-9,30192,232,321,30727,27719,31237,31085,1,769,-24,-62
14520,-9,-999,-9,30206,232,321,24503,24947,37715,33659,1,769,-24,-62
14560,-10,-999,-9,30212,232,321,28668,22930,33480,35770,1,769,-24,-62
14600,-10,-999,-9,30214,232,321,28219,28141,35431,29065,1,769,-24,-62
14640,-10,-999,-9,30211,232,321,25398,24810,34664,35972,1,769,-24,-62
14680,-10,-999,-8,30220,232,321,30226,28978,31462,30214,1,769,-24,-62
14720,-10,-999,-7,30218,232,321,24491,22611,34385,39385,1,769,-24,-62
14760,-10,-999,-7,30213,232,321,29578,30638,34846,25790,1,769,-24,-62
14800,-10,-999,-7,30214,232,321,28031,22041,33633,37151,1,769,-24,-62
14840,-11,-999,-7,30218,232,321,26621,34615,34499,25137,1,769,-24,-62
14880,-11,-999,-8,30222,232,321,29998,26730,29622,34538,1,769,-24,-62
14920,-11,-999,-8,30218,232,321,26768,26172,34522,33410,1,769,-24,-62
14960,-12,-999,-8,30218,232,321,26151,27449,34063,33209,1,769,-24,-62
15000,-12,-999,-8,30222,232,321,28465,25059,33439,33925,1,770,-24,-62
15020,-12,-999,-8,30226,232,321,24016,25804,36718,34366,1,771,-24,-62
15060,-13,-999,-9,30215,232,321,24020,19406,37838,39596,1,774,-24,-62
15100,-13,-999,-9,30219,232,321,30820,35032,31274,23750,1,774,-24,-62
15140,-13,-999,-10,30222,232,321,26868,21912,34944,37164,1,774,-24,-62
15180,-13,-999,-10,30218,232,321,36379,37449,27879,19165,1,774,-24,-62
15220,-13,-999,-10,30228,232,321,26724,27768,33654,32766,1,774,-24,-62
15260,-14,-999,-10,30221,232,321,34640,34876,27806,23562,1,774,-24,-62
15300,-14,-999,-10,30214,232,321,33622,30978,27300,28956,1,774,-24,-62
15340,-14,-999,-10,30214,232,321,29520,31750,30570,29016,1,774,-24,-62
15380,-14,-999,-9,30217,232,321,28981,24809,34533,32545,1,774,-24,-62
15420,-13,-999,-10,30211,232,321,26126,24150,34650,35918,1,774,-24,-62
15460,-13,-999,-10,30214,232,321,31507,34363,30765,24221,1,774,-24,-62
15500,-13,-999,-10,30214,232,321,25519,19685,35763,39889,1,774,-24,-62
15540,-13,-999,-10,30209,232,321,23676,24260,40504,32396,1,774,-24,-62
15580,-13,-999,-10,30213,232,321,37848,31068,26826,25110,1,774,-24,-61
15620,-13,-999,-10,30214,232,321,29637,31219,30225,29775,1,774,-24,-61
15660,-13,-999,-10,30205,232,321,36014,34184,27882,22740,1,774,-24,-62
15700,-12,-999,-9,30205,232,321,56623,56774,4423,3000,1,774,-24,-62
15740,-12,-999,-8,30207,231,320,21995,18523,40113,40197,1,774,-23,-62
15780,-12,-999,-7,30221,231,320,36907,34089,28731,21157,1,774,-24,-62
15820,-11,-999,-5,30227,231,320,30976,27406,31056,31470,1,774,-24,-62
15860,-11,-999,-5,30248,231,320,27999,28051,36723,28219,1,774,-24,-62
15880,-10,-999,-4,30274,231,320,33398,26430,29720,31548,1,774,-24,-62
15920,-10,-999,-4,30317,231,320,21650,21704,42410,35504,1,774,-24,-62
15960,-9,-999,-4,30375,231,320,29349,21561,34383,36207,1,774,-24,-62
16000,-8,-999,-4,30432,231,320,27083,27527,39499,27619,1,775,-24,-63
16040,-8,-999,-4,30511,231,320,37507,30529,29071,24937,1,775,-24,-66
16080,-8,-999,-4,30586,231,320,25570,28634,38280,29860,1,776,-25,-71
16120,-7,-999,-4,30642,231,320,28717,18701,38651,36499,1,781,-25,-74
16160,-7,-999,-4,30671,231,320,34949,35059,33161,19515,1,788,-26,-79
16200,-7,-999,-5,31065,231,320,36714,30332,31682,25532,1,791,-27,-83
16240,-7,-999,-6,31504,231,320,32431,25153,39211,29221,1,799,-28,-87
16280,-7,-999,-6,31690,231,320,35159,30693,36689,24219,1,799,-29,-91
16320,-7,-999,-6,31781,231,320,34658,29704,33454,29308,1,799,-29,-94
16360,-7,-999,-5,31818,231,320,27225,21861,42065,36121,1,799,-30,-96
16400,-7,-999,-4,31836,231,320,37796,29788,33096,26664,1,799,-30,-99
16440,-7,-999,-4,31843,231,320,31862,25420,38550,31540,1,799,-31,-100
16480,-6,-999,-4,31846,231,320,31341,27081,37727,31235,1,799,-31,-100
16520,-6,-999,-4,31842,231,320,35982,28190,36402,26794,1,799,-31,-100
16560,-6,-999,-4,31850,231,320,32213,30227,37943,27017,1,799,-31,-100
16600,-6,-999,-3,31874,231,320,31431,24253,38305,33507,1,799,-31,-100
16640,-6,-999,-3,31875,231,319,25591,23933,42103,35873,1,799,-31,-100
16680,-6,-999,-3,31885,231,319,33232,26656,36940,30712,1,799,-31,-100
16700,-6,-999,-3,31897,231,319,28909,25297,40419,32963,1,800,-31,-100
16740,-6,-999,-3,31903,231,319,35795,31991,34073,25753,1,802,-31,-100
16780,-6,-999,-3,31915,231,319,31429,28825,37723,29683,1,802,-31,-100
16820,-6,-999,-3,31917,231,319,32157,27889,35823,31799,1,802,-31,-100
16860,-6,-999,-4,31917,231,319,34797,30585,36347,25939,1,802,-31,-100
16900,-6,-999,-4,31917,231,319,26247,25053,40433,35935,1,802,-31,-100
16940,-6,-999,-4,31911,231,319,38587,38551,30733,19773,1,802,-31,-100
16980,-6,-999,-5,31917,231,319,29730,29142,36966,31830,1,802,-31,-100
17020,-6,-999,-6,31914,231,319,34175,28931,36535,28015,1,802,-31,-100
17060,-6,-999,-6,31905,231,319,26016,21210,41364,39030,1,802,-31,-100
17100,-6,-999,-7,31895,231,319,24023,18897,44093,40567,1,802,-31,-100
17140,-7,-999,-8,31887,231,319,29455,28041,38945,31107,1,802,-31,-100
17180,-7,-999,-9,31884,231,319,30900,31278,36012,29346,1,802,-31,-100
17220,-7,-999,-9,31880,231,319,29311,24031,40305,33873,1,803,-31,-100
17260,-8,-999,-9,31869,231,319,29831,28727,37705,31213,1,804,-31,-100
17300,-8,-999,-10,31863,231,319,32125,25721,36271,33335,1,804,-31,-100
17340,-8,-999,-10,31853,231,319,25768,22294,44714,34636,1,804,-31,-100
17380,-9,-999,-10,31821,231,319,30194,24238,39306,33546,1,804,-31,-100
17420,-9,-999,-9,31785,231,318,24347,24461,40369,37963,1,804,-31,-100
17460,-9,-999,-8,31761,231,318,31651,24641,36997,33755,1,804,-31,-100
17500,-10,-999,-7,31723,231,318,33515,32499,32261,28617,1,804,-31,-100
17520,-10,-999,-6,31694,231,318,32536,33252,34698,26290,1,804,-31,-100
17560,-10,-999,-5,31681,231,318,27387,25749,39353,34235,1,804,-31,-100
17600,-10,-999,-5,31648,231,318,40483,38805,28795,18509,1,804,-31,-100
17640,-10,-999,-4,31620,231,318,26523,25215,41199,33543,1,804,-31,-100
17680,-10,-999,-4,31599,231,318,28125,18427,42177,37667,1,804,-31,-100
17720,-10,-999,-3,31582,231,318,36626,32972,33540,23190,1,804,-31,-100
17760,-10,-999,-3,31583,231,318,33703,30501,35493,26635,1,804,-31,-100
17800,-10,-999,-4,31583,231,318,30299,28577,38203,29253,1,804,-31,-100
17840,-10,-999,-4,31587,231,318,26330,20318,43174,36526,1,804,-31,-100
17880,-10,-999,-5,31570,231,318,38134,33274,33742,21130,1,804,-31,-100
17920,-11,-999,-6,31582,231,317,30930,26232,38786,30380,1,804,-31,-100
17960,-11,-999,-6,31593,231,317,30971,27103,38671,29627,1,804,-31,-100
18000,-11,-999,-7,31603,231,317,34565,26085,37121,28641,1,804,-31,-100
18040,-11,-999,-8,31638,231,317,32351,28607,39247,26347,1,804,-31,-100
18080,-12,-999,-8,31686,231,317,32177,26101,37711,30755,1,804,-31,-100
18120,-12,-999,-9,31713,231,317,31896,27820,39956,27180,1,804,-31,-100
18160,-12,-999,-9,31743,231,317,37535,30865,32565,26007,1,804,-31,-100
18200,-13,-999,-9,31759,231,317,33266,25732,39648,28390,1,804,-31,-100
18240,-13,-999,-9,31770,231,317,35372,32664,36264,22780,1,804,-31,-100
18280,-14,-999,-9,31787,231,317,29222,23202,38018,36706,1,804,-31,-100
18320,-14,-999,-9,31827,231,317,43915,42763,24961,15669,1,804,-31,-100
18360,-14,-999,-9,31884,231,317,23459,22849,44413,36815,1,804,-31,-100
18380,-15,-999,-8,32417,231,317,32736,23542,37896,35494,1,804,-31,-100
18420,-15,-999,-7,32884,231,317,29160,31200,40096,31080,1,804,-31,-100
18460,-15,-999,-7,33172,231,317,30529,22363,43561,36235,1,804,-31,-100
18500,-16,-999,-5,33321,231,316,25387,21035,44063,42799,1,804,-31,-100
18540,-16,-999,-4,33383,231,316,34736,32472,35764,30560,1,805,-31,-100
18580,-16,-999,-3,33411,231,316,27063,22615,45245,38721,1,806,-31,-100
18620,-16,-999,-2,33446,231,316,33905,29501,39533,30845,1,806,-31,-100
18660,-16,-999,-1,33540,231,316,28145,22561,42171,41283,1,806,-31,-100
18700,-16,-999,-1,33622,231,316,39803,34949,36585,23151,1,806,-31,-100
18740,-16,-999,0,33675,231,316,30293,23799,42157,38451,1,807,-31,-100
18780,-16,-999,0,33695,231,316,35871,31655,39287,27967,1,807,-31,-100
18820,-16,-999,0,33713,231,316,29542,25394,43386,36530,1,807,-31,-100
18860,-16,-999,0,33708,231,316,30196,22608,44614,37414,1,807,-31,-100
18900,-16,-999,0,33710,231,316,40970,34636,35974,23260,1,808,-31,-100
18940,-16,-999,-1,33702,231,316,39912,35000,35092,24804,1,808,-31,-100
18980,-16,-999,-1,33697,231,316,31563,27197,44065,31963,1,808,-31,-100
19020,-16,-999,-2,33706,231,316,41709,35985,35063,22067,1,808,-31,-100
19060,-16,-999,-3,33710,231,316,32403,29367,41261,31809,1,808,-31,-100
19100,-16,-999,-4,33723,231,315,28342,16882,48170,41498,1,808,-31,-100
19140,-16,-999,-4,33726,231,315,42883,43473,29977,18571,1,808,-31,-100
19180,-16,-999,-5,33712,231,315,30818,19280,43378,41372,1,808,-31,-100
19200,-16,-999,-6,33708,231,317,44861,16567,52749,20655,1,808,-31,-100
19240,-17,-999,-11,33707,231,317,39886,36054,32546,26342,1,808,-31,-100
19280,-17,-999,-14,33706,231,316,32803,35815,32151,34055,1,808,-31,-100
19320,-18,-999,-16,33702,231,316,35961,34867,37495,26485,1,808,-31,-100
19360,-18,-999,-17,33693,231,316,31771,27489,37379,38133,1,808,-31,-100
19400,-19,-999,-18,33704,231,316,39216,39184,32244,24172,1,808,-31,-100
19440,-19,-999,-19,33705,231,316,38280,34606,32386,29548,1,808,-31,-100
19480,-20,-999,-18,33694,231,316,29683,31153,38647,35293,1,808,-31,-100
19520,-20,-999,-18,33691,231,316,33609,29993,36289,34873,1,808,-31,-100
19560,-21,-999,-17,33699,231,316,31665,29841,38919,34371,1,808,-31,-100
19600,-21,-999,-16,33695,231,316,29927,29499,38955,36399,1,808,-31,-100
19640,-21,-999,-15,33687,231,316,30321,29135,39003,36289,1,809,-31,-100
19680,-22,-999,-14,33688,231,316,32081,27305,39277,36089,1,809,-31,-100
19720,-22,-999,-13,33684,231,316,34086,31032,36894,32724,1,809,-31,-100
19760,-22,-999,-11,33678,231,316,31844,28748,36186,37934,1,809,-31,-100
19800,-22,-999,-10,33677,231,316,31296,29892,39172,34348,1,809,-31,-100
19840,-22,-999,-8,33680,231,316,36029,28669,32983,37039,1,809,-31,-100
19880,-22,-999,-6,33680,231,316,28166,30398,44018,32138,1,809,-31,-100
19920,-22,-999,-4,33680,231,316,36124,29862,35020,33714,1,809,-31,-100
19960,-22,-999,-2,33683,231,316,33818,32910,35652,32352,1,809,-31,-100
20000,-21,-999,-1,33683,231,316,35055,32047,36503,31127,1,809,-31,-100
20020,-21,-999,0,33677,231,316,36693,36311,32857,28847,1,809,-31,-100
20060,-21,-999,0,33680,231,316,33433,28117,38235,34935,1,812,-31,-100
20100,-20,-999,0,33689,231,315,32182,31222,37416,33936,1,814,-31,-100
20140,-20,-999,0,33685,231,315,29359,26993,40551,37837,1,817,-31,-100
20180,-20,-999,0,33678,231,315,33147,30015,38689,32861,1,818,-31,-100
20220,-20,-999,0,33680,231,315,32949,30639,36259,34873,1,818,-31,-100
20260,-20,-999,-1,33680,231,315,36139,30721,36897,30963,1,818,-31,-100
20300,-19,-999,-2,33680,231,315,30557,31893,39055,33215,1,818,-31,-100
20340,-19,-999,-3,33677,231,315,34201,26007,39515,34985,1,818,-31,-100
20380,-19,-999,-4,33670,231,315,30966,29396,39500,34818,1,818,-31,-100
20420,-19,-999,-5,33677,231,315,32273,23127,41137,38171,1,818,-31,-100
20460,-19,-999,-6,33672,231,315,32601,32823,36875,32389,1,818,-31,-100
20500,-19,-999,-7,33664,231,315,30579,20207,42773,41097,1,818,-31,-100
20540,-18,-999,-7,33656,1,315,33389,32751,35939,32545,1,818,-31,-100
20580,-18,-999,-7,33667,1,315,31036,27364,39410,36858,1,818,-31,-100
20620,-17,-999,-7,33662,1,315,35613,29989,35961,33085,1,818,-31,-100
20660,-17,-999,-7,33653,1,315,23909,20279,45161,45263,1,818,-31,-100
20700,-16,-999,-7,33649,1,315,32910,29822,39306,32558,1,818,-31,-100
20740,-16,-999,-7,33648,1,315,34328,9796,30962,59506,1,818,-31,-100
20780,-16,-999,-7,33643,7,315,18755,40729,45205,29883,1,818,-31,-100
20820,-15,-999,-8,33642,7,315,38687,22727,36559,36595,1,818,-31,-100
20860,-15,-999,-8,33654,7,315,31420,34404,35884,32908,1,818,-30,-100
20880,-14,-999,-7,33649,7,315,35454,33552,34520,31070,1,818,-31,-100
20920,-13,-999,-7,33647,7,315,31637,26875,39819,36257,1,818,-31,-99
20960,-13,-999,-6,33647,7,315,38748,36160,32756,26924,1,818,-31,-99
21000,-12,-999,-6,33640,6,315,24179,20041,43997,46343,1,818,-31,-99
21040,-12,-999,-6,33638,6,315,31709,28311,39809,34723,1,818,-31,-99
21080,-11,-999,-5,33640,6,314,30891,27049,39959,36661,1,819,-31,-98
21120,-11,-999,-5,33638,6,314,31317,29511,38481,35243,1,821,-32,-98
21160,-10,-999,-4,33630,6,314,30689,29757,39485,34589,1,832,-32,-98
21200,-10,-999,-3,33613,6,314,39712,34276,32894,27570,1,832,-33,-98
21240,-9,-999,-3,33602,6,314,28251,24455,41179,40523,1,832,-33,-98
21280,-9,-999,-2,33588,6,314,31552,29280,37964,35556,1,832,-34,-99
21320,-8,-999,-1,33581,6,314,25004,22594,42616,44110,1,832,-35,-99
21360,-8,-999,0,33579,6,314,31119,24315,39553,39329,1,832,-35,-99
21400,-7,-999,0,33575,6,314,32716,26706,35430,39448,1,832,-35,-99
21440,-7,-999,1,33575,6,314,35743,35669,32373,30515,1,832,-35,-99
21480,-6,-999,3,33570,6,314,38635,35227,30347,30071,1,832,-35,-100
21520,-5,-999,4,33568,6,314,30714,33424,35106,35028,1,832,-35,-100
21560,-5,-999,6,33577,6,314,34859,29491,33063,36895,1,833,-35,-101
21600,-4,-999,7,33575,6,314,30574,33964,35290,34472,1,833,-35,-101
21640,-3,-999,8,33564,6,314,32563,31023,34217,36453,1,834,-35,-102
21680,-2,-999,9,33573,6,314,33094,31126,35648,34424,1,837,-35,-102
21700,-2,-999,9,33569,6,314,31766,29728,35668,37114,1,837,-35,-102
21740,-1,-999,10,33557,6,314,36864,35684,31026,30654,1,837,-36,-103
21780,0,-999,10,33562,6,313,32735,35539,34289,31685,1,837,-36,-103
21820,0,-999,10,33564,6,313,35598,35154,31126,32378,1,837,-36,-103
21860,0,-999,11,33564,6,313,33158,33730,35236,32132,1,837,-36,-103
21900,1,-999,11,33564,6,314,30976,27334,37786,38160,1,837,-36,-103
21940,1,-999,11,33564,6,314,29071,28381,39599,37205,1,837,-36,-103
21980,2,-999,11,33564,6,314,32088,31170,36642,34356,1,837,-36,-103
22020,3,-999,11,33564,6,314,31696,31182,37176,34202,1,837,-36,-103
22060,3,-999,11,33564,6,314,31299,31191,37717,34049,1,837,-36,-103
22100,4,-999,11,33564,6,314,44051,52205,22705,15295,1,837,-36,-103
22140,4,-999,9,33561,5,314,33387,31897,35477,33483,1,837,-36,-102
22180,4,-999,9,33564,5,314,33678,32086,35282,33210,1,837,-36,-102
22220,5,-999,8,33564,5,314,33975,32287,35073,32921,1,837,-36,-102
22260,5,-999,7,33564,5,314,16534,31372,45530,40820,1,837,-36,-102
22300,5,-999,6,33564,0,314,39805,28233,29389,36829,1,837,-36,-102
22340,6,-999,5,33562,0,313,29319,37403,36147,31379,1,838,-36,-102
22380,6,-999,5,33564,0,313,23725,21395,44757,44379,1,838,-36,-101
22420,6,-999,5,33564,0,313,38166,34860,31142,30088,1,838,-35,-100
22460,6,-999,5,33564,0,313,28197,26943,38899,40217,1,838,-35,-98
22500,6,-999,5,33558,0,313,38988,39516,30850,24878,1,838,-34,-97
22520,7,-999,5,33563,0,313,30808,28138,37214,38092,1,838,-34,-95
22560,7,-999,5,33569,0,313,33300,31720,35392,33864,1,838,-33,-93
22600,7,-999,5,33568,0,313,39439,35241,29575,30017,1,839,-32,-92
22640,8,-999,5,33573,0,313,29601,28473,39891,36327,1,840,-32,-90
22680,8,-999,5,33555,0,313,26020,19618,41082,47500,1,840,-31,-88
22720,8,-999,5,33552,0,312,38643,33369,33631,28565,1,840,-31,-86
22760,8,-999,5,33533,0,312,35267,33567,34795,30503,1,840,-31,-84
22800,9,-999,5,33509,0,312,34264,30680,36872,32220,1,840,-31,-82
22840,9,-999,4,33471,0,312,35372,33182,34278,31052,1,840,-31,-80
22880,9,-999,4,33452,0,312,31402,27860,38618,35928,1,840,-31,-78
22920,10,-999,4,33369,0,312,38694,34004,32214,28564,1,840,-31,-76
22960,10,-999,4,33162,0,312,32706,33758,35322,30862,1,840,-31,-74
23000,10,-999,4,32938,0,312,30957,27321,37811,35663,1,840,-32,-72
23040,10,-999,4,32839,0,312,32803,29417,36801,32335,1,840,-33,-70
23080,11,-999,5,32793,0,312,30998,28732,36126,35316,1,840,-33,-68
23120,11,-999,5,32773,0,312,38851,33285,30423,28533,1,840,-34,-66
23160,11,-999,4,32777,0,312,30193,29977,36915,34023,1,840,-36,-63
23200,11,-999,4,32772,0,312,40152,33638,28742,28556,1,841,-37,-60
23240,12,-999,4,32766,0,312,32778,32430,33546,32310,1,841,-38,-58
23280,12,-999,3,32768,0,312,35974,35288,30920,28890,1,841,-39,-56
23320,12,-999,3,32757,0,312,30957,30009,34125,35937,1,841,-40,-54
23360,12,-999,3,32756,0,312,27919,25891,39749,37465,1,841,-41,-52
23380,12,-999,2,32762,0,312,39336,34912,29400,27400,1,841,-41,-50
23420,13,-999,2,32775,0,312,26980,25320,40928,37872,1,841,-41,-48
23460,13,-999,2,32780,0,312,34968,29884,33682,32586,1,842,-41,-47
23500,13,-999,2,32784,0,312,36438,36506,31386,26806,1,842,-41,-46
23540,13,-999,1,32799,0,312,36251,30945,31533,32467,1,842,-40,-45
23580,13,-999,1,32805,0,312,23609,22595,43875,41141,1,842,-38,-45
23620,13,-999,2,32798,2,311,39317,34231,27673,29971,1,844,-36,-45
23660,13,-999,2,32816,2,311,32592,30158,36100,32414,1,845,-36,-45
23700,13,-999,2,32823,2,311,34609,33601,30989,32093,1,845,-36,-45
23740,13,-999,3,32835,2,311,34475,35895,31431,29539,1,845,-36,-45
23780,12,-999,3,32832,2,311,29995,31745,34677,34911,1,845,-36,-45
23820,12,-999,4,32864,2,311,32009,31209,33641,34597,1,845,-36,-45
23860,12,-999,4,32952,1,311,30641,30047,35719,35401,1,845,-36,-45
23900,12,-999,5,33086,1,311,31436,30210,35138,35560,1,845,-36,-45
23940,12,-999,5,33241,1,311,28838,33058,36820,34248,1,845,-36,-45
23980,12,-999,6,33371,1,311,36726,35840,29492,31426,1,845,-36,-45
24020,12,-999,6,33461,1,311,34954,36270,31676,30944,1,845,-36,-45
24060,12,-999,6,33511,1,311,38012,38606,29420,28006,1,845,-36,-45
24100,11,-999,7,33533,3,311,17500,20356,46612,49664,1,845,-36,-45
24140,11,-999,7,33587,3,311,34789,29947,33571,36041,1,845,-36,-45
24180,12,-999,8,33740,4,311,36286,39050,30528,29096,1,845,-36,-45
24200,12,-999,8,34088,4,311,28340,24474,38664,44874,1,845,-36,-45
24240,12,-999,8,34590,6,311,35582,34630,36066,32082,1,845,-36,-45
24280,12,-999,9,35038,6,311,32645,32277,36267,38963,1,845,-36,-45
24320,12,-999,9,35252,6,311,36639,35719,34687,33963,1,845,-36,-45
24360,12,-999,10,35352,6,311,32480,33212,36214,39502,1,845,-35,-46
24400,12,-999,10,35398,6,311,31094,33544,37506,39448,1,845,-35,-47
24440,13,-999,11,35412,6,311,32665,35085,35551,38347,1,846,-34,-47
24480,13,-999,11,35406,6,311,30985,35773,34473,40393,1,846,-34,-48
24520,13,-999,11,35410,6,311,35291,38363,31655,36331,1,847,-34,-48
24560,13,-999,11,35407,11,311,28126,32312,38012,43178,1,847,-34,-49
24600,14,-999,11,35416,11,310,34886,37574,32122,37082,1,847,-34,-50
24640,14,-999,11,35407,11,310,29248,32826,37836,41718,1,847,-33,-50
24680,14,-999,11,35403,11,310,37997,39957,30641,33017,1,847,-33,-51
24720,15,-999,11,35410,11,310,27726,31554,39344,43016,1,847,-33,-52
24760,15,-999,11,35405,11,310,35448,37782,34174,34216,1,847,-33,-52
24800,15,-999,10,35403,11,310,36429,38659,33835,32689,1,847,-33,-52
24840,16,-999,10,35403,11,310,37104,39096,33794,31618,1,847,-33,-52
24880,16,-999,10,35403,11,310,3000,3769,26644,48542,1,847,-33,-53
24920,16,-999,6,35408,16,310,3000,10280,61899,49604,1,847,-33,-54
24960,16,-999,1,35400,16,310,65535,51713,11281,12891,1,847,-33,-56
25000,16,-999,0,35383,16,310,23761,30691,41481,45599,1,847,-32,-54
25020,16,-999,-2,35362,16,310,48956,42126,26620,23746,1,847,-33,-52
25060,16,-999,-2,35336,17,310,30480,38238,35350,37276,1,847,-33,-50
25100,16,-999,-2,35259,17,310,36040,32808,36312,35876,1,848,-33,-47
25140,16,-999,-2,35022,16,310,34323,31373,36437,37955,1,848,-32,-45
25180,15,-999,-2,34630,16,310,37607,33769,32813,34331,1,848,-32,-42
25220,15,-999,-2,33660,16,310,39480,37216,29666,28278,1,848,-32,-39
25260,15,-999,-2,31707,16,310,36277,36041,26441,28069,1,848,-32,-35
25300,15,-999,-3,30213,16,310,26975,25991,32315,35571,1,849,-32,-32
25340,15,-999,-5,29049,16,310,35979,35733,23057,21427,1,849,-32,-28
25380,15,-999,-8,28388,16,310,33338,34802,21038,24374,1,849,-32,-24
25420,14,-999,-12,28087,16,310,33344,30944,22878,25182,1,849,-32,-20
25460,14,-999,-17,27963,16,310,30270,30852,23722,27008,1,849,-32,-15
25500,13,-999,-22,27918,16,310,31756,32884,24188,22844,1,849,-32,-9
25540,12,-999,-28,27900,16,310,29421,27747,25237,29195,1,849,-32,-2
25580,11,-999,-34,27888,16,310,23448,21784,31758,34562,1,849,-31,3
25620,9,-999,-40,26667,16,310,29259,31799,22977,22633,1,849,-31,11
25660,8,-999,-45,21877,16,311,17327,16767,24795,28619,1,849,-31,19
25700,6,-999,-51,8960,2,311,10970,12392,8806,3672,1,849,-31,23
[LOG] end
